player_name,school,conference,position,height,height_inches,weight,class,season_year,games,minutes,minutes_pct,ppg,rpg,apg,usage_rate,ts_pct,three_pt_pct,three_pt_attempt_rate,ft_pct,off_rebound_rate,def_rebound_rate,assist_rate,turnover_rate,steal_rate,block_rate,offensive_rating,defensive_rating,bpm,vorp,previous_bpm,conf_strength,conf_strength_from,conf_strength_to,conf_upgrade,future_bpm,future_impact_score,transfer_success,transferred,school_destination,data_year,public_transfer_rank
Omar Edwards,Providence,SEC,PG,6-3,75,224,R-JR,2024,21,467.74295128400433,55.68368467666718,10.5,1.5,2.5,20.6,0.468,0.385,0.408,0.786,3.9,4.6,21.0,8.0,2.73,3.63,104.6,96.3,-2.94,-0.69,-2.94,0.96,0.96,0.98,0.02,-2.93,32.4,0,1,Pittsburgh,2024,1907
Kyle Morris,Georgia,ACC,C,6-10,82,203,R-JR,2022,16,386.6419872371867,60.41281050581042,4.2,3.3,0.8,18.8,0.367,0.374,0.158,0.662,1.9,16.5,6.9,11.4,2.06,6.23,103.9,93.1,-2.9,-0.56,-2.9,0.94,0.94,0.79,-0.15,-2.93,32.4,0,1,Oklahoma,2022,1908
Will Wright,Baylor,Horizon,C,6-11,83,210,R-SO,2022,25,433.9864841048668,43.39864841048668,7.8,4.7,1.3,23.2,0.546,0.218,0.069,0.752,9.0,17.1,10.8,15.5,2.16,3.08,111.8,94.3,0.01,0.0,0.01,0.71,0.71,0.74,0.03,-2.93,32.4,0,1,Wake Forest,2022,1909
Victor Hernandez,San Diego State,CUSA,PG,6-4,76,165,R-JR,2020,32,335.9831816362539,26.24868606533234,13.0,0.9,1.0,24.6,0.576,0.353,0.341,0.488,3.1,2.0,8.5,17.2,2.46,1.05,123.8,101.8,-1.28,-0.21,-1.28,0.74,0.74,0.69,-0.05,-2.94,32.4,0,1,Miami,2020,1910
Tyler Johnson,Oregon,Horizon,C,6-9,81,190,R-JR,2021,31,359.74296496754744,29.01152943286673,10.8,5.1,0.8,14.5,0.485,0.256,0.185,0.721,5.7,22.5,6.5,9.0,1.66,7.19,108.6,95.0,0.43,0.08,0.43,0.71,0.71,0.94,0.23,-2.94,32.4,0,1,William & Mary,2021,1911
Andre Carter,James Madison,A-10,SF,6-6,78,236,R-JR,2022,33,533.4624826445109,40.41382444276598,5.2,5.7,2.3,18.0,0.568,0.433,0.573,0.707,9.0,22.5,18.9,6.3,0.58,1.79,104.1,94.2,1.01,0.27,1.01,0.86,0.86,0.83,-0.03,-2.94,32.4,0,1,Gonzaga,2022,1912
Cameron Campbell,Auburn,Ivy,W,6-4,76,252,R-FR,2022,24,188.73422877251443,19.65981549713692,3.7,2.6,1.7,21.9,0.598,0.301,0.506,0.803,3.7,10.8,14.0,10.9,1.7,1.01,110.8,117.5,-2.17,-0.2,-2.17,0.71,0.71,0.93,0.22,-2.94,32.3,0,1,Kentucky,2022,1913
Henry Nelson,Kentucky,WCC,PF,6-8,80,216,R-JR,2020,29,429.0755717934257,36.98927343046773,11.7,5.3,0.9,19.7,0.458,0.357,0.157,0.618,8.8,20.4,7.6,13.1,2.02,0.89,106.5,104.8,-2.06,-0.44,-2.06,0.82,0.82,0.86,0.04,-2.95,32.3,0,1,William & Mary,2020,1914
Andrej Young,Eastern Kentucky,MAC,C,6-11,83,168,R-JR,2024,25,213.96853517482444,21.396853517482445,9.4,4.4,1.8,29.6,0.538,0.235,0.167,0.558,10.0,14.5,15.3,13.3,1.92,3.81,113.7,103.1,-2.02,-0.22,-2.02,0.76,0.76,0.72,-0.04,-2.95,32.3,0,1,BYU,2024,1915
Brandon Rogers,BYU,MAC,PG,5-11,71,187,R-FR,2022,23,73.60000000000001,8.0,6.2,2.5,2.3,19.3,0.445,0.346,0.305,0.77,2.6,11.2,19.5,33.2,1.64,0.6,100.7,97.7,-5.58,-0.21,-5.58,0.76,0.76,0.82,0.06,-2.95,32.3,0,1,San Diego State,2022,1916
Nathan Brown,Tennessee Tech,Horizon,F,6-4,76,205,R-JR,2020,24,592.4211317427964,61.7105345565413,7.5,4.2,1.4,15.4,0.507,0.237,0.367,0.743,12.1,11.4,11.6,8.6,0.86,1.74,112.0,99.5,0.31,0.09,0.31,0.71,0.71,0.77,0.06,-2.95,32.3,0,1,Virginia Tech,2020,1917
Malik Stewart,Miami,Sun Belt,G,6-4,76,197,R-JR,2023,25,240.65346688109986,24.065346688109987,10.3,1.4,1.2,24.3,0.576,0.339,0.324,0.792,2.5,5.5,10.0,15.8,2.95,3.78,112.0,94.5,-2.97,-0.36,-2.97,0.72,0.72,0.74,0.02,-2.95,32.3,0,1,DePaul,2023,1918
DeShawn Moore,Memphis,CUSA,SF,6-6,78,227,R-JR,2022,30,368.2120495382486,30.684337461520716,1.1,2.2,2.2,16.3,0.467,0.245,0.456,0.703,5.5,6.8,18.1,12.0,3.09,0.84,112.0,94.5,0.09,0.02,0.09,0.74,0.74,0.72,-0.02,-2.96,32.2,0,1,Nevada,2022,1919
Evan Perez,Miami,MAAC,W,6-3,75,196,R-FR,2023,22,248.92528780655485,28.286964523472143,10.3,2.2,0.9,31.9,0.639,0.324,0.447,0.658,4.7,7.5,7.6,21.4,2.16,1.55,106.3,100.2,-2.64,-0.33,-2.64,0.74,0.74,0.86,0.12,-2.96,32.2,0,1,Saint Mary's,2023,1920
Henry Walker,Pittsburgh,SEC,F,6-9,81,193,FR,2020,29,107.26132946732002,9.246666333389658,6.3,5.5,0.2,21.4,0.453,0.191,0.0,0.764,6.3,24.3,1.0,14.0,1.71,2.23,105.7,101.8,-2.36,-0.13,-2.36,0.96,0.96,0.94,-0.02,-2.96,32.2,0,1,Air Force,2020,1921
Cade Perez,USC,Horizon,SF,6-6,78,215,R-FR,2021,22,277.632215811607,31.54911543313716,3.4,1.2,0.7,14.3,0.521,0.4,0.75,0.744,3.9,3.0,5.6,20.2,1.17,1.13,115.7,108.1,-2.86,-0.4,-2.86,0.71,0.71,0.93,0.22,-2.96,32.2,0,1,George Mason,2021,1922
DeShawn Adams,Virginia,WCC,PF,6-10,82,190,R-JR,2023,32,500.17639440624856,39.076280812988166,1.4,4.3,1.0,21.0,0.551,0.185,0.415,0.705,9.6,14.5,8.1,16.1,2.98,3.72,123.2,92.7,-3.68,-0.92,-3.68,0.82,0.82,0.74,-0.08,-2.96,32.3,0,1,Rutgers,2023,1923
Andre Allen,Syracuse,Big East,G,6-1,73,209,R-FR,2020,30,150.4807732205982,12.54006443504985,2.2,2.5,3.7,12.4,0.518,0.349,0.284,0.564,2.0,11.8,30.5,22.7,2.47,2.1,111.2,91.6,-2.96,-0.22,-2.96,0.93,0.93,0.72,-0.21,-2.98,32.1,0,1,Stanford,2020,1924
Nathan Gonzalez,Fordham,WAC,SF,6-9,81,228,FR,2020,19,319.89542471521554,42.09150325200204,7.0,2.6,0.6,23.9,0.596,0.333,0.477,0.631,4.1,10.1,4.7,17.4,3.39,0.8,114.7,97.6,-0.09,-0.01,-0.09,0.7,0.7,0.74,0.04,-2.98,32.1,0,1,Syracuse,2020,1925
Tanner Turner,USC,CAA,W,6-6,78,209,R-FR,2020,35,817.9433777825404,58.42452698446717,9.3,2.7,1.5,17.4,0.537,0.332,0.538,0.629,6.5,8.6,12.6,12.1,2.61,2.05,128.0,98.0,-0.71,-0.29,-0.71,0.77,0.77,0.98,0.21,-2.98,32.1,0,1,UNLV,2020,1926
Andrej Green,Saint Mary's,Horizon,F,6-7,79,158,JR,2022,24,340.4916054709636,35.46787556989204,2.3,4.9,0.8,12.5,0.5,0.213,0.105,0.811,6.3,21.2,6.8,12.9,2.06,2.37,105.7,89.7,-4.24,-0.72,-4.24,0.71,0.71,0.83,0.12,-2.98,32.1,0,1,Minnesota,2022,1927
Patrick Rogers,Michigan,WAC,C,7-0,84,189,R-FR,2024,23,186.91275047838968,20.31660331286844,4.8,3.6,1.5,17.6,0.465,0.429,0.053,0.755,7.7,12.3,12.2,10.2,1.75,7.21,107.2,100.5,-2.08,-0.19,-2.08,0.7,0.7,0.71,0.01,-2.98,32.1,0,1,Wisconsin,2024,1928
Marcus Lopez,LSU,MVC,SG,6-2,74,238,JR,2020,29,575.9753077727983,49.65304377351708,2.8,1.0,1.3,12.6,0.445,0.361,0.45,0.764,0.2,5.4,11.1,18.3,2.22,2.64,101.0,87.8,-1.32,-0.38,-1.32,0.79,0.79,0.71,-0.08,-2.98,32.1,0,1,Virginia Tech,2020,1929
Ivan Rodriguez,Boston College,MAC,SF,6-4,76,188,FR,2020,32,586.0871078304048,45.78805529925037,7.1,4.5,2.1,10.0,0.581,0.323,0.569,0.699,7.4,17.8,17.5,13.0,2.78,0.1,115.5,103.5,-0.37,-0.11,-0.37,0.76,0.76,0.69,-0.07,-2.98,32.1,0,1,North Carolina,2020,1930
Damian Bailey,Nebraska,WAC,G,6-1,73,238,R-FR,2022,31,99.2,8.0,6.0,2.5,3.4,14.7,0.512,0.298,0.405,0.501,3.1,11.0,28.2,23.8,1.42,2.53,112.4,94.2,-0.34,-0.02,-0.34,0.7,0.7,0.7,0.0,-2.99,32.1,0,1,Connecticut,2022,1931
Henry Thomas,UNLV,AAC,F,6-7,79,216,R-JR,2024,30,370.75460814358985,30.896217345299153,9.2,4.4,0.8,24.1,0.499,0.274,0.218,0.87,10.2,14.3,7.1,15.1,3.24,1.46,97.8,93.0,-0.41,-0.08,-0.41,0.83,0.83,0.93,0.1,-2.99,32.1,0,1,TCU,2024,1932
Evan Campbell,Arizona,ACC,F,6-8,80,197,FR,2020,28,264.2215554154622,23.591210304951986,5.0,3.5,1.3,18.5,0.549,0.317,0.087,0.667,7.2,12.0,10.9,10.4,2.21,1.98,114.6,102.2,-1.21,-0.16,-1.21,0.94,0.94,0.94,0.0,-2.99,32.0,0,1,Marquette,2020,1933
Tyrese Garcia,Austin Peay,CAA,PG,6-4,76,210,FR,2020,30,674.9571495344105,56.24642912786755,2.8,1.0,3.8,28.6,0.483,0.297,0.172,0.521,2.7,2.9,31.9,15.1,0.91,2.62,116.7,108.9,-4.53,-1.53,-4.53,0.77,0.77,0.79,0.02,-2.99,32.0,0,1,Nevada,2020,1934
Cole Roberts,Northwestern,Big East,F,6-10,82,216,R-JR,2021,23,609.0213762835168,66.19797568299096,7.2,4.7,1.8,18.2,0.506,0.197,0.0,0.751,11.0,15.2,14.6,4.1,0.94,0.68,110.1,95.6,-1.01,-0.31,-1.01,0.93,0.93,0.72,-0.21,-2.99,32.1,0,1,Miami,2021,1935
Eric Bell,Gonzaga,Sun Belt,G,6-3,75,234,R-SO,2023,28,393.07933513702125,35.09636920866261,6.3,1.1,1.7,28.1,0.525,0.365,0.111,0.728,4.2,2.0,13.9,21.0,3.17,1.67,114.0,107.3,-2.12,-0.42,-2.12,0.72,0.72,0.71,-0.01,-2.99,32.1,0,1,Duquesne,2023,1936
Sam Anderson,Kentucky,WAC,G,6-2,74,234,FR,2021,29,272.17607066245284,23.463454367452833,8.0,2.2,1.5,20.4,0.591,0.303,0.531,0.676,2.2,9.8,12.6,11.0,1.18,1.2,120.0,95.1,-1.86,-0.25,-1.86,0.7,0.7,0.86,0.16,-2.99,32.1,0,1,Hofstra,2021,1937
Luke Scott,Saint Mary's,Big East,PF,6-7,79,211,R-JR,2022,23,232.8320963251218,25.307836557078456,1.0,5.8,0.9,13.8,0.487,0.344,0.257,0.673,11.2,21.0,7.9,12.9,1.96,2.85,89.3,96.5,-1.1,-0.13,-1.1,0.93,0.93,0.74,-0.19,-2.99,32.0,0,1,Georgetown,2022,1938
Brandon Allen,Gonzaga,Big Ten,PF,6-10,82,171,JR,2024,30,546.6754446384753,45.55628705320627,11.7,5.0,1.0,25.5,0.491,0.285,0.214,0.526,9.8,18.2,8.5,9.9,0.66,4.35,92.5,96.6,-1.7,-0.46,-1.7,1.0,1.0,0.71,-0.29,-2.99,32.0,0,1,Purdue,2024,1939
Cade Campbell,Boise State,Sun Belt,SG,6-1,73,229,R-FR,2023,20,217.21308798744334,27.151635998430418,5.5,1.1,2.0,12.0,0.552,0.344,0.388,0.769,1.2,5.2,16.7,13.3,0.2,1.49,125.5,102.4,-4.18,-0.45,-4.18,0.72,0.72,0.77,0.05,-3.0,32.0,0,1,Stanford,2023,1940
Wade Bailey,Baylor,Big Ten,F,6-4,76,216,R-JR,2020,24,76.8,8.0,6.6,5.8,0.8,18.1,0.591,0.278,0.2,0.9,8.5,23.5,6.6,11.1,2.21,0.73,110.2,103.3,-1.18,-0.05,-1.18,1.0,1.0,0.79,-0.21,-3.01,31.9,0,1,Murray State,2020,1941
Luke Evans,Tulsa,SEC,F,6-7,79,237,JR,2023,29,208.8601169998197,18.005182499984457,2.8,4.4,1.4,27.6,0.492,0.275,0.093,0.766,5.7,18.9,11.7,5.9,1.39,3.41,111.6,91.3,-0.19,-0.02,-0.19,0.96,0.96,0.72,-0.24,-3.01,31.9,0,1,DePaul,2023,1942
DeShawn Hernandez,Florida,Big 12,SF,6-5,77,183,JR,2022,19,277.9991945115188,36.57884138309458,5.3,6.1,2.4,24.0,0.611,0.37,0.12,0.629,9.0,25.0,20.0,18.1,2.72,0.65,120.2,91.5,-0.88,-0.12,-0.88,0.98,0.98,0.77,-0.21,-3.01,31.9,0,1,Fordham,2022,1943
Tyrese Anderson,Davidson,MVC,W,6-5,77,221,R-JR,2022,26,184.30007486706694,17.721161044910282,2.0,2.9,3.1,21.0,0.403,0.361,0.288,0.782,8.6,7.5,25.6,16.2,3.75,0.81,119.7,102.8,-2.39,-0.22,-2.39,0.79,0.79,0.86,0.07,-3.01,32.0,0,1,Connecticut,2022,1944
Evan Brown,Ohio State,AAC,G,6-2,74,236,R-FR,2020,24,172.6425659036969,17.983600614968427,8.7,2.1,3.3,24.9,0.472,0.268,0.425,0.714,3.9,7.6,27.5,17.1,2.63,0.1,88.3,100.9,-0.37,-0.03,-0.37,0.83,0.83,0.74,-0.09,-3.01,32.0,0,1,St. Bonaventure,2020,1945
Andre Collins,Hofstra,Big Ten,PF,6-8,80,224,R-FR,2023,25,325.99438470609346,32.59943847060934,6.2,5.3,1.6,21.9,0.547,0.212,0.363,0.475,12.3,17.2,13.0,17.0,1.77,3.55,113.5,91.2,-0.78,-0.13,-0.78,1.0,1.0,0.93,-0.07,-3.01,31.9,0,1,Kansas,2023,1946
Quinn Lopez,Mississippi State,ACC,C,6-8,80,166,R-FR,2021,27,193.18356671646487,17.887367288561563,10.7,3.3,1.0,23.5,0.545,0.196,0.059,0.755,7.2,11.0,8.7,11.6,2.38,5.82,114.6,93.6,-1.64,-0.16,-1.64,0.94,0.94,0.96,0.02,-3.01,32.0,0,1,Saint Mary's,2021,1947
Zion Thomas,DePaul,Big Ten,PF,6-8,80,187,FR,2023,33,637.0694993652139,48.26284086100105,10.2,3.6,0.9,20.2,0.568,0.201,0.155,0.672,8.1,11.9,7.9,4.0,1.9,4.81,105.1,96.4,-0.41,-0.13,-0.41,1.0,1.0,0.83,-0.17,-3.01,31.9,0,1,UCLA,2023,1948
Jordan Edwards,Penn State,Big 12,C,6-9,81,212,R-FR,2020,31,192.48886132638503,15.523295268256856,3.2,5.8,1.0,18.8,0.488,0.143,0.009,0.799,9.0,23.5,8.4,12.1,3.82,5.44,122.5,95.1,-1.65,-0.16,-1.65,0.98,0.98,0.94,-0.04,-3.01,31.9,0,1,Minnesota,2020,1949
Kevin Nelson,Wake Forest,OVC,SG,6-3,75,197,FR,2023,26,313.5050191440307,30.144713379233725,7.7,2.1,1.8,18.2,0.472,0.416,0.245,0.76,2.0,9.8,15.0,8.7,2.37,3.67,111.9,104.8,-1.69,-0.26,-1.69,0.69,0.69,1.0,0.31,-3.02,31.9,0,1,Boston College,2023,1950
Trevion White,Tulsa,AAC,G,6-3,75,177,SR,2022,32,538.3983502645201,42.06237111441563,1.6,0.5,3.1,10.0,0.545,0.352,0.323,0.752,0.2,2.0,26.2,13.6,0.2,0.44,109.6,105.4,-1.26,-0.34,-1.26,0.83,0.83,1.0,0.17,-3.02,31.9,0,1,Penn State,2022,1951
Paul Davis,Richmond,OVC,SG,6-6,78,206,R-JR,2020,24,555.3194708878976,57.84577821748934,5.5,1.8,2.1,15.4,0.615,0.346,0.125,0.658,2.8,6.9,17.4,10.9,2.25,1.22,110.0,104.4,-1.59,-0.44,-1.59,0.69,0.69,0.96,0.27,-3.02,31.9,0,1,James Madison,2020,1952
Elijah Roberts,Austin Peay,WAC,G,6-0,72,200,R-JR,2020,34,418.41639616290877,30.76591148256682,10.2,2.0,1.3,27.5,0.501,0.331,0.43,0.668,2.7,8.6,10.7,15.8,0.97,1.09,103.7,105.3,0.93,0.2,0.93,0.7,0.7,0.7,0.0,-3.03,31.8,0,1,Vanderbilt,2020,1953
Flynn Scott,Baylor,MVC,G,6-1,73,208,R-FR,2022,25,389.4173240074912,38.94173240074912,3.8,1.5,3.4,22.0,0.523,0.286,0.459,0.714,2.6,5.5,28.3,9.8,2.05,0.65,107.0,90.3,-2.4,-0.47,-2.4,0.79,0.79,0.86,0.07,-3.03,31.8,0,1,St. John's,2022,1954
Kofi Young,Louisville,Ivy,G,6-0,72,172,FR,2021,31,388.1940667537952,31.305973125306064,3.9,1.4,3.6,16.3,0.445,0.258,0.169,0.775,1.6,6.0,29.6,16.3,3.16,0.45,106.1,93.7,-1.24,-0.24,-1.24,0.71,0.71,0.98,0.27,-3.03,31.8,0,1,Texas,2021,1955
Will Robinson,Seton Hall,Big 12,F,6-8,80,195,FR,2023,23,73.60000000000001,8.0,5.6,4.5,0.2,10.8,0.52,0.308,0.137,0.727,7.7,17.2,1.0,8.2,2.71,0.1,102.6,95.5,-2.61,-0.1,-2.61,0.98,0.98,0.82,-0.16,-3.04,31.8,0,1,Georgia,2023,1956
Wade Walker,Belmont,Horizon,F,6-8,80,243,JR,2022,37,346.78754333837304,23.43159076610629,9.2,3.7,0.7,21.1,0.468,0.327,0.477,0.727,7.5,13.1,5.4,12.0,1.89,1.44,114.0,95.2,-0.99,-0.17,-0.99,0.71,0.71,0.69,-0.02,-3.04,31.8,0,1,Boston College,2022,1957
Jalen Walker,Xavier,SEC,SG,6-2,74,180,R-JR,2020,23,275.63341420122083,29.96015371752401,3.5,2.1,1.1,15.8,0.556,0.287,0.409,0.839,3.6,7.9,9.1,20.1,2.14,1.21,115.6,95.5,-2.6,-0.36,-2.6,0.96,0.96,0.71,-0.25,-3.04,31.8,0,1,Michigan,2020,1958
Will Cook,Seton Hall,CUSA,SG,6-2,74,196,R-FR,2022,29,420.8708221068954,36.28196742300822,3.9,2.4,2.4,16.7,0.622,0.385,0.554,0.763,1.1,12.2,20.1,16.4,2.4,1.73,111.8,102.9,-0.12,-0.03,-0.12,0.74,0.74,0.7,-0.04,-3.04,31.7,0,1,UCLA,2022,1959
Elijah Murphy,Cincinnati,A-10,PG,6-1,73,217,R-FR,2020,32,425.511297853956,33.24307014484032,8.8,1.4,4.1,17.1,0.522,0.336,0.595,0.75,0.2,7.4,34.5,16.9,0.4,3.39,115.9,98.1,-1.76,-0.37,-1.76,0.86,0.86,0.77,-0.09,-3.04,31.7,0,1,Tennessee Tech,2020,1960
Max White,Boston College,CUSA,SG,6-3,75,200,R-JR,2021,31,383.66698562144677,30.940885937213444,1.0,2.8,2.2,10.0,0.443,0.264,0.391,0.881,3.1,12.4,18.0,5.9,2.31,0.87,101.7,99.4,-1.58,-0.3,-1.58,0.74,0.74,0.74,0.0,-3.05,31.7,0,1,Tennessee Tech,2021,1961
Tanner Adams,Ohio State,Big 12,C,6-8,80,226,FR,2021,37,674.2149854168555,45.555066582219965,5.8,5.8,1.6,17.1,0.421,0.357,0.325,0.687,11.7,20.4,12.9,15.7,2.08,6.59,107.5,103.3,-3.38,-1.14,-3.38,0.98,0.98,0.77,-0.21,-3.05,31.7,0,1,Illinois,2021,1962
Luka Robinson,St. John's,Big East,SF,6-7,79,234,JR,2021,20,64.0,8.0,2.9,4.5,1.2,22.0,0.512,0.317,0.445,0.623,9.3,15.6,9.9,13.2,0.24,2.43,100.0,95.0,-1.23,-0.04,-1.23,0.93,0.93,0.93,0.0,-3.05,31.7,0,1,Murray State,2021,1963
Patrick Jackson,Austin Peay,MVC,F,6-7,79,231,R-FR,2021,13,122.39558048530012,23.537611631788483,9.7,4.2,1.5,19.6,0.49,0.283,0.251,0.658,10.3,13.1,12.7,15.3,2.46,2.21,106.9,97.4,-1.95,-0.12,-1.95,0.79,0.79,0.96,0.17,-3.06,31.6,0,1,Florida State,2021,1964
Victor Brown,Tulsa,Horizon,W,6-7,79,199,JR,2022,37,989.5481484408481,66.86136138113838,3.1,2.6,0.7,18.2,0.492,0.272,0.094,0.689,3.0,11.7,6.0,11.0,2.35,1.87,113.2,91.2,-0.18,-0.09,-0.18,0.71,0.71,0.76,0.05,-3.06,31.6,0,1,Alabama,2022,1965
Nick Bailey,Oregon,AAC,G,6-4,76,187,R-FR,2023,27,432.0079079109552,40.00073221397734,7.3,1.6,2.9,17.8,0.622,0.328,0.315,0.868,0.3,8.3,24.2,12.4,4.84,0.57,112.7,108.8,-0.89,-0.19,-0.89,0.83,0.83,0.71,-0.12,-3.06,31.6,0,1,Arizona,2023,1966
Sam Thomas,Georgetown,SEC,C,7-0,84,200,SR,2024,26,167.78259982333572,16.13294229070536,10.1,4.5,1.1,24.4,0.52,0.25,0.236,0.725,8.9,16.0,9.5,11.7,1.42,6.71,123.0,99.2,-0.33,-0.03,-0.33,0.96,0.96,0.82,-0.14,-3.06,31.7,0,1,Virginia Tech,2024,1967
Reed Garcia,Utah State,MAAC,PF,6-10,82,193,R-JR,2023,34,323.00944522908077,23.75069450213829,11.2,3.5,0.2,27.2,0.618,0.134,0.119,0.7,10.1,9.4,2.0,16.6,1.64,0.78,103.5,101.4,-1.3,-0.21,-1.3,0.74,0.74,0.72,-0.02,-3.06,31.6,0,1,Purdue,2023,1968
Flynn Martinez,Baylor,Big Ten,PG,6-2,74,198,R-JR,2020,31,424.6581621559215,34.246625980316246,3.6,1.7,1.9,11.6,0.47,0.261,0.14,0.763,2.6,6.7,15.7,23.5,1.98,1.81,102.0,90.8,-0.19,-0.04,-0.19,1.0,1.0,0.98,-0.02,-3.06,31.7,0,1,Clemson,2020,1969
Trevion Murphy,Indiana,AAC,PF,6-7,79,200,R-JR,2024,28,677.8255507192374,60.52013845707477,5.2,5.4,1.3,15.3,0.542,0.348,0.338,0.655,10.6,19.4,10.6,14.8,2.72,4.15,117.5,105.4,-1.47,-0.5,-1.47,0.83,0.83,0.7,-0.13,-3.07,31.6,0,1,Syracuse,2024,1970
Henry King,Alabama,MAC,SF,6-7,79,181,JR,2022,29,805.1016218847965,69.40531223144798,6.8,2.9,1.0,10.0,0.496,0.444,0.54,0.659,6.3,10.1,8.1,12.4,3.06,1.87,108.2,102.9,-2.79,-1.12,-2.79,0.76,0.76,0.98,0.22,-3.07,31.6,0,1,Belmont,2022,1971
Derek Hill,Marquette,AAC,PF,6-9,81,219,R-JR,2024,37,508.1805074543819,34.33652077394472,1.0,4.1,1.3,11.4,0.421,0.355,0.176,0.771,4.7,18.3,10.8,10.1,2.43,1.1,111.6,107.4,-4.87,-1.24,-4.87,0.83,0.83,0.79,-0.04,-3.07,31.6,0,1,Gonzaga,2024,1972
Vince Thomas,Boise State,Big Ten,W,6-6,78,232,R-FR,2024,30,432.47136228643615,36.039280190536346,7.0,3.0,1.9,16.1,0.542,0.298,0.337,0.636,1.8,14.7,15.7,8.6,1.96,1.32,112.3,91.5,-3.77,-0.82,-3.77,1.0,1.0,0.94,-0.06,-3.07,31.6,0,1,Virginia,2024,1973
Owen Taylor,Creighton,A-10,SG,6-4,76,191,R-JR,2022,32,172.59668520072665,13.484116031306769,2.6,2.1,2.2,17.5,0.443,0.31,0.561,0.645,3.2,8.6,18.5,17.4,2.17,0.1,107.0,98.4,-1.43,-0.12,-1.43,0.86,0.86,1.0,0.14,-3.07,31.6,0,1,Baylor,2022,1974
Brandon Hernandez,Oregon,Horizon,W,6-6,78,179,SR,2021,29,398.02285889297815,34.31231542180846,9.5,2.9,1.8,19.0,0.549,0.298,0.408,0.671,5.6,10.8,15.0,11.6,1.72,0.39,112.2,93.8,0.08,0.02,0.08,0.71,0.71,0.79,0.08,-3.08,31.5,0,1,Nebraska,2021,1975
Andrej Johnson,UNLV,AAC,PF,6-6,78,254,R-FR,2021,35,495.73428769285243,35.40959197806089,8.3,5.2,1.9,16.2,0.546,0.337,0.0,0.665,7.5,21.3,16.1,12.8,1.84,2.75,117.6,97.5,-1.47,-0.37,-1.47,0.83,0.83,0.72,-0.11,-3.08,31.5,0,1,Tulsa,2021,1976
Trevion Johnson,St. John's,Big Ten,F,6-9,81,202,R-JR,2022,34,120.68910468387173,8.874198873814098,10.6,4.9,1.6,29.6,0.543,0.332,0.137,0.628,9.3,17.8,13.7,8.7,4.22,2.77,109.2,108.8,-0.99,-0.06,-0.99,1.0,1.0,0.98,-0.02,-3.08,31.5,0,1,Clemson,2022,1977
Flynn Lewis,Mississippi State,Big 12,F,6-7,79,198,SO,2021,25,292.48936960414375,29.248936960414376,8.1,3.7,0.5,26.3,0.423,0.275,0.134,0.601,6.8,13.7,4.2,12.6,1.73,2.25,105.6,98.8,-1.89,-0.28,-1.89,0.98,0.98,0.98,0.0,-3.09,31.5,0,1,Iowa State,2021,1978
Jaylen Campbell,Austin Peay,WCC,SG,6-3,75,196,R-JR,2021,24,433.90537483712734,45.1984765455341,11.1,2.9,0.6,17.9,0.566,0.266,0.444,0.657,4.1,11.9,5.4,14.0,2.85,1.63,112.5,100.3,-4.05,-0.88,-4.05,0.82,0.82,0.83,0.01,-3.09,31.4,0,1,Syracuse,2021,1979
Alex Green,Tennessee Tech,SEC,C,6-9,81,193,JR,2023,25,304.15821986379746,30.41582198637975,11.7,4.2,1.3,24.7,0.46,0.358,0.032,0.664,10.8,12.3,10.5,10.9,0.98,8.94,106.5,101.3,-3.4,-0.52,-3.4,0.96,0.96,0.83,-0.13,-3.09,31.5,0,1,Nevada,2023,1980
Wade Turner,George Mason,Sun Belt,SF,6-3,75,163,JR,2020,18,244.98707683916095,34.02598289432791,4.8,3.8,0.6,18.5,0.535,0.312,0.211,0.696,4.2,17.1,5.3,10.1,1.17,1.76,120.1,102.1,-3.24,-0.4,-3.24,0.72,0.72,0.86,0.14,-3.1,31.4,0,1,Iowa,2020,1981
Marcus Rodriguez,Syracuse,CAA,SG,6-4,76,230,R-FR,2021,29,386.73224223160855,33.33898639927661,1.0,2.2,1.4,11.8,0.469,0.36,0.349,0.665,5.0,7.1,11.4,6.8,1.12,2.38,103.6,102.7,-5.3,-1.02,-5.3,0.77,0.77,0.93,0.16,-3.1,31.4,0,1,Creighton,2021,1982
Damian Taylor,Indiana,MAC,C,6-11,83,187,R-SO,2022,27,463.1448526735056,42.883782654954224,8.1,3.1,1.1,19.0,0.467,0.324,0.518,0.791,6.6,10.4,9.1,12.2,3.19,7.8,114.4,104.7,-2.38,-0.55,-2.38,0.76,0.76,0.96,0.2,-3.1,31.4,0,1,Tennessee Tech,2022,1983
Coleman Turner,SMU,CAA,C,6-10,82,204,R-SO,2023,27,215.17213597366148,19.923345923487172,4.4,5.1,0.5,17.1,0.544,0.264,0.186,0.63,8.2,20.3,4.3,13.1,1.11,1.82,105.6,107.1,-4.2,-0.45,-4.2,0.77,0.77,0.74,-0.03,-3.11,31.3,0,1,Notre Dame,2023,1984
Kofi Lee,James Madison,ACC,C,6-8,80,193,SR,2022,21,414.9822560258807,49.402649526890556,13.4,4.1,0.5,19.8,0.603,0.204,0.085,0.628,4.0,18.5,4.1,4.4,1.82,0.3,106.0,92.8,-1.59,-0.33,-1.59,0.94,0.94,0.82,-0.12,-3.11,31.3,0,1,Saint Mary's,2022,1985
